tweet,original_sentiment,conllu_parse
@wailasurgeon I'm sure it must already be a thing. I get 3 wazeefas every day from my mom to prevent and cure corona virus,positive,"# text = @wailasurgeon I'm sure it must already be a thing.
1	@wailasurgeon	@wailasurgeon	PROPN	NNP	_	3	npadvmod	_	_
2	I	I	PRON	PRP	_	3	nsubj	_	_
3	'm	be	AUX	VBP	_	0	ROOT	_	_
4	sure	sure	ADJ	JJ	_	3	acomp	_	_
5	it	it	PRON	PRP	_	8	nsubj	_	_
6	must	must	AUX	MD	_	8	aux	_	_
7	already	already	ADV	RB	_	8	advmod	_	_
8	be	be	AUX	VB	_	4	ccomp	_	_
9	a	a	DET	DT	_	10	det	_	_
10	thing	thing	NOUN	NN	_	8	attr	_	_
11	.	.	PUNCT	.	_	3	punct	_	_

# text = I get 3 wazeefas every day from my mom to prevent and cure corona virus
1	I	I	PRON	PRP	_	2	nsubj	_	_
2	get	get	VERB	VBP	_	0	ROOT	_	_
3	3	3	NUM	CD	_	4	nummod	_	_
4	wazeefas	wazeefas	NOUN	NN	_	2	dobj	_	_
5	every	every	DET	DT	_	6	det	_	_
6	day	day	NOUN	NN	_	2	npadvmod	_	_
7	from	from	ADP	IN	_	2	prep	_	_
8	my	my	PRON	PRP$	_	9	poss	_	_
9	mom	mom	NOUN	NN	_	7	pobj	_	_
10	to	to	PART	TO	_	11	aux	_	_
11	prevent	prevent	VERB	VB	_	2	advcl	_	_
12	and	and	CCONJ	CC	_	11	cc	_	_
13	cure	cure	VERB	VB	_	11	conj	_	_
14	corona	corona	PROPN	NNP	_	15	compound	_	_
15	virus	virus	NOUN	NN	_	13	dobj	_	_"
I just don't understand why people feel it's ok to touch my hair or beard. I don't want the Coronavirus or your cooties. Get out my face!,positive,"# text = I just don't understand why people feel it's ok to touch my hair or beard.
1	I	I	PRON	PRP	_	5	nsubj	_	_
2	just	just	ADV	RB	_	5	advmod	_	_
3	do	do	AUX	VBP	_	5	aux	_	_
4	n't	not	PART	RB	_	5	neg	_	_
5	understand	understand	VERB	VB	_	0	ROOT	_	_
6	why	why	SCONJ	WRB	_	8	advmod	_	_
7	people	people	NOUN	NNS	_	8	nsubj	_	_
8	feel	feel	VERB	VBP	_	5	ccomp	_	_
9	it	it	PRON	PRP	_	10	nsubj	_	_
10	's	be	AUX	VBZ	_	8	ccomp	_	_
11	ok	ok	ADJ	JJ	_	10	acomp	_	_
12	to	to	PART	TO	_	13	aux	_	_
13	touch	touch	VERB	VB	_	10	xcomp	_	_
14	my	my	PRON	PRP$	_	15	poss	_	_
15	hair	hair	NOUN	NN	_	13	dobj	_	_
16	or	or	CCONJ	CC	_	15	cc	_	_
17	beard	beard	NOUN	NN	_	15	conj	_	_
18	.	.	PUNCT	.	_	5	punct	_	_

# text = I don't want the Coronavirus or your cooties.
1	I	I	PRON	PRP	_	4	nsubj	_	_
2	do	do	AUX	VBP	_	4	aux	_	_
3	n't	not	PART	RB	_	4	neg	_	_
4	want	want	VERB	VB	_	0	ROOT	_	_
5	the	the	DET	DT	_	6	det	_	_
6	Coronavirus	Coronavirus	PROPN	NNP	_	4	dobj	_	_
7	or	or	CCONJ	CC	_	6	cc	_	_
8	your	your	PRON	PRP$	_	9	poss	_	_
9	cooties	cootie	NOUN	NNS	_	6	conj	_	_
10	.	.	PUNCT	.	_	4	punct	_	_

# text = Get out my face!
1	Get	get	VERB	VB	_	0	ROOT	_	_
2	out	out	ADP	RP	_	1	prt	_	_
3	my	my	PRON	PRP$	_	4	poss	_	_
4	face	face	NOUN	NN	_	1	dobj	_	_
5	!	!	PUNCT	.	_	1	punct	_	_"
(Express & Star):#PA #Headline : Most of the national newspapers once again lead on the coronavirus on Thursday. ..,positive,"# text = (Express & Star):#PA #Headline : Most of the national newspapers once again lead on the coronavirus on Thursday. ..
1	(	(	PUNCT	-LRB-	_	2	punct	_	_
2	Express	Express	PROPN	NNP	_	6	nmod	_	_
3	&	&	CCONJ	CC	_	2	cc	_	_
4	Star):#PA	Star):#PA	PROPN	NNP	_	2	conj	_	_
5	#	#	PROPN	NNP	_	2	punct	_	_
6	Headline	Headline	PROPN	NNP	_	15	dep	_	_
7	:	:	PUNCT	:	_	6	punct	_	_
8	Most	Most	ADJ	JJS	_	15	nsubj	_	_
9	of	of	ADP	IN	_	8	prep	_	_
10	the	the	DET	DT	_	12	det	_	_
11	national	national	ADJ	JJ	_	12	amod	_	_
12	newspapers	newspaper	NOUN	NNS	_	9	pobj	_	_
13	once	once	ADV	RB	_	14	advmod	_	_
14	again	again	ADV	RB	_	15	advmod	_	_
15	lead	lead	VERB	VBP	_	0	ROOT	_	_
16	on	on	ADP	IN	_	15	prep	_	_
17	the	the	DET	DT	_	18	det	_	_
18	coronavirus	coronavirus	NOUN	NN	_	16	pobj	_	_
19	on	on	ADP	IN	_	15	prep	_	_
20	Thursday	Thursday	PROPN	NNP	_	19	pobj	_	_
21	.	.	PUNCT	.	_	15	punct	_	_
22	..	..	PUNCT	.	_	15	punct	_	_"
In Pictures: Coronavirus outbreak in China,neutral,"# text = In Pictures: Coronavirus outbreak in China
1	In	in	ADP	IN	_	5	prep	_	_
2	Pictures	picture	NOUN	NNS	_	1	pobj	_	_
3	:	:	PUNCT	:	_	5	punct	_	_
4	Coronavirus	Coronavirus	PROPN	NNP	_	5	compound	_	_
5	outbreak	outbreak	NOUN	NN	_	0	ROOT	_	_
6	in	in	ADP	IN	_	5	prep	_	_
7	China	China	PROPN	NNP	_	6	pobj	_	_"
State of emergency üö declared in Los Angeles #Coronavirus Be safe out here,positive,"# text = State of emergency üö declared in Los Angeles #Coronavirus Be safe out here
1	State	state	NOUN	NN	_	5	nsubj	_	_
2	of	of	ADP	IN	_	1	prep	_	_
3	emergency	emergency	NOUN	NN	_	4	compound	_	_
4	üö	üö	NOUN	NN	_	2	pobj	_	_
5	declared	declare	VERB	VBD	_	0	ROOT	_	_
6	in	in	ADP	IN	_	5	prep	_	_
7	Los	Los	PROPN	NNP	_	8	compound	_	_
8	Angeles	Angeles	PROPN	NNP	_	10	compound	_	_
9	#	#	SYM	$	_	10	compound	_	_
10	Coronavirus	Coronavirus	PROPN	NNP	_	6	pobj	_	_
11	Be	be	AUX	VB	_	5	ccomp	_	_
12	safe	safe	ADJ	JJ	_	11	acomp	_	_
13	out	out	ADV	RB	_	14	advmod	_	_
14	here	here	ADV	RB	_	11	advmod	_	_"
Coronavirus: how dangerous is it? via @YouTube,negative,"# text = Coronavirus: how dangerous is it?
1	Coronavirus	Coronavirus	PROPN	NNP	_	5	npadvmod	_	_
2	:	:	PUNCT	:	_	1	punct	_	_
3	how	how	SCONJ	WRB	_	4	advmod	_	_
4	dangerous	dangerous	ADJ	JJ	_	5	acomp	_	_
5	is	be	AUX	VBZ	_	0	ROOT	_	_
6	it	it	PRON	PRP	_	5	nsubj	_	_
7	?	?	PUNCT	.	_	5	punct	_	_

# text = via @YouTube
1	via	via	ADP	IN	_	0	ROOT	_	_
2	@YouTube	@youtube	NOUN	NN	_	1	pobj	_	_"
26/366 Wuhan. #dailydrawingchallenge #kraftpaper #coronavirus #cuiloaink #molotowmarkers,neutral,"# text = 26/366 Wuhan.
1	26/366	26/366	NUM	CD	_	2	nummod	_	_
2	Wuhan	Wuhan	PROPN	NNP	_	0	ROOT	_	_
3	.	.	PUNCT	.	_	2	punct	_	_

# text = #dailydrawingchallenge #kraftpaper #coronavirus #cuiloaink #molotowmarkers
1	#	#	SYM	$	_	2	nmod	_	_
2	dailydrawingchallenge	dailydrawingchallenge	NOUN	NN	_	5	nmod	_	_
3	#	#	SYM	$	_	4	nmod	_	_
4	kraftpaper	kraftpaper	NOUN	NN	_	2	dobj	_	_
5	#	#	SYM	$	_	6	nmod	_	_
6	coronavirus	coronavirus	PROPN	NNP	_	7	compound	_	_
7	#	#	SYM	$	_	8	nmod	_	_
8	cuiloaink	cuiloaink	PROPN	NNP	_	9	compound	_	_
9	#	#	SYM	$	_	10	nmod	_	_
10	molotowmarkers	molotowmarker	NOUN	NNS	_	0	ROOT	_	_"
"Huawei hit hard by coronavirus in China, new criminal charges in U.S.",negative,"# text = Huawei hit hard by coronavirus in China, new criminal charges in U.S.
1	Huawei	Huawei	NOUN	NNS	_	2	nsubj	_	_
2	hit	hit	VERB	VBD	_	0	ROOT	_	_
3	hard	hard	ADV	RB	_	2	advmod	_	_
4	by	by	ADP	IN	_	2	prep	_	_
5	coronavirus	coronavirus	NOUN	NN	_	4	pobj	_	_
6	in	in	ADP	IN	_	2	prep	_	_
7	China	China	PROPN	NNP	_	6	pobj	_	_
8	,	,	PUNCT	,	_	2	punct	_	_
9	new	new	ADJ	JJ	_	11	amod	_	_
10	criminal	criminal	ADJ	JJ	_	11	amod	_	_
11	charges	charge	NOUN	NNS	_	2	dobj	_	_
12	in	in	ADP	IN	_	11	prep	_	_
13	U.S.	U.S.	PROPN	NNP	_	12	pobj	_	_"
Coronavirus PATIENTS-I mean (typo)!,negative,"# text = Coronavirus PATIENTS-I mean (typo)!
1	Coronavirus	Coronavirus	PROPN	NNP	_	2	compound	_	_
2	PATIENTS	patient	NOUN	NNS	_	0	ROOT	_	_
3	-	-	PUNCT	:	_	2	punct	_	_
4	I	I	PRON	PRP	_	5	nsubj	_	_
5	mean	mean	VERB	VBP	_	2	parataxis	_	_
6	(	(	PUNCT	-LRB-	_	7	punct	_	_
7	typo	typo	PROPN	NNP	_	2	appos	_	_
8	)	)	PUNCT	-RRB-	_	2	punct	_	_
9	!	!	PUNCT	.	_	2	punct	_	_"
New Chinese coronavirus cases show slight fall,negative,"# text = New Chinese coronavirus cases show slight fall
1	New	new	ADJ	JJ	_	2	amod	_	_
2	Chinese	chinese	ADJ	JJ	_	4	amod	_	_
3	coronavirus	coronavirus	NOUN	NN	_	4	compound	_	_
4	cases	case	NOUN	NNS	_	5	nsubj	_	_
5	show	show	VERB	VBP	_	0	ROOT	_	_
6	slight	slight	ADJ	JJ	_	7	amod	_	_
7	fall	fall	NOUN	NN	_	5	dobj	_	_"
Khairpur student suspected of having coronavirus tests negative,negative,"# text = Khairpur student suspected of having coronavirus tests negative
1	Khairpur	Khairpur	PROPN	NNP	_	2	compound	_	_
2	student	student	NOUN	NN	_	0	ROOT	_	_
3	suspected	suspect	VERB	VBN	_	2	acl	_	_
4	of	of	ADP	IN	_	3	prep	_	_
5	having	have	VERB	VBG	_	4	pcomp	_	_
6	coronavirus	coronavirus	NOUN	NN	_	7	compound	_	_
7	tests	test	NOUN	NNS	_	5	dobj	_	_
8	negative	negative	ADJ	JJ	_	5	oprd	_	_"
With all the Ali Express and Wish orders I'm waiting for I guess I'll get that coronavirus.,neutral,"# text = With all the Ali Express and Wish orders I'm waiting for I guess I'll get that coronavirus.
1	With	with	ADP	IN	_	11	prep	_	_
2	all	all	DET	PDT	_	8	predet	_	_
3	the	the	DET	DT	_	8	det	_	_
4	Ali	Ali	PROPN	NNP	_	5	nmod	_	_
5	Express	Express	PROPN	NNP	_	8	nmod	_	_
6	and	and	CCONJ	CC	_	5	cc	_	_
7	Wish	Wish	PROPN	NNP	_	5	conj	_	_
8	orders	order	NOUN	NNS	_	1	pobj	_	_
9	I	I	PRON	PRP	_	11	nsubj	_	_
10	'm	be	AUX	VBP	_	11	aux	_	_
11	waiting	wait	VERB	VBG	_	0	ROOT	_	_
12	for	for	ADP	IN	_	11	prep	_	_
13	I	I	PRON	PRP	_	14	nsubj	_	_
14	guess	guess	VERB	VBP	_	11	parataxis	_	_
15	I	I	PRON	PRP	_	17	nsubj	_	_
16	'll	will	AUX	MD	_	17	aux	_	_
17	get	get	VERB	VB	_	14	ccomp	_	_
18	that	that	DET	DT	_	19	det	_	_
19	coronavirus	coronavirus	NOUN	NN	_	17	dobj	_	_
20	.	.	PUNCT	.	_	11	punct	_	_"
This is the team im risking catching Corona virus for hmm,positive,"# text = This is the team im risking catching Corona virus for hmm
1	This	this	PRON	DT	_	2	nsubj	_	_
2	is	be	AUX	VBZ	_	0	ROOT	_	_
3	the	the	DET	DT	_	4	det	_	_
4	team	team	NOUN	NN	_	2	attr	_	_
5	i	I	PRON	PRP	_	7	nsubj	_	_
6	m	m	AUX	VBP	_	7	aux	_	_
7	risking	risk	VERB	VBG	_	4	relcl	_	_
8	catching	catch	VERB	VBG	_	2	advcl	_	_
9	Corona	Corona	PROPN	NNP	_	10	compound	_	_
10	virus	virus	NOUN	NN	_	8	dobj	_	_
11	for	for	ADP	IN	_	8	prep	_	_
12	hmm	hmm	NOUN	NN	_	11	pobj	_	_"
Appreciate what you have... life is unexpected and changes quickly. #RIPKobe #coronavirus #MondayVibes,neutral,"# text = Appreciate what you have... life is unexpected and changes quickly.
1	Appreciate	appreciate	VERB	VB	_	0	ROOT	_	_
2	what	what	PRON	WP	_	4	dobj	_	_
3	you	you	PRON	PRP	_	4	nsubj	_	_
4	have	have	VERB	VBP	_	1	ccomp	_	_
5	...	...	PUNCT	:	_	1	punct	_	_
6	life	life	NOUN	NN	_	7	nsubj	_	_
7	is	be	AUX	VBZ	_	1	ccomp	_	_
8	unexpected	unexpected	ADJ	JJ	_	7	acomp	_	_
9	and	and	CCONJ	CC	_	7	cc	_	_
10	changes	change	VERB	VBZ	_	7	conj	_	_
11	quickly	quickly	ADV	RB	_	10	advmod	_	_
12	.	.	PUNCT	.	_	7	punct	_	_

# text = #RIPKobe #coronavirus #MondayVibes
1	#	#	X	ADD	_	2	nmod	_	_
2	RIPKobe	RIPKobe	PROPN	NNP	_	4	dep	_	_
3	#	#	NOUN	NN	_	4	punct	_	_
4	coronavirus	coronavirus	NOUN	NN	_	5	compound	_	_
5	#	#	SYM	$	_	6	nmod	_	_
6	MondayVibes	MondayVibes	PROPN	NNP	_	0	ROOT	_	_"
Vacation plans for millions in jeopardy as TSA warns of coronavirus travel restrictions to MORE countries,positive,"# text = Vacation plans for millions in jeopardy as TSA warns of coronavirus travel restrictions to MORE countries
1	Vacation	vacation	NOUN	NN	_	2	nsubj	_	_
2	plans	plan	VERB	VBZ	_	0	ROOT	_	_
3	for	for	ADP	IN	_	2	prep	_	_
4	millions	million	NOUN	NNS	_	3	pobj	_	_
5	in	in	ADP	IN	_	4	prep	_	_
6	jeopardy	jeopardy	NOUN	NN	_	5	pobj	_	_
7	as	as	SCONJ	IN	_	9	mark	_	_
8	TSA	TSA	PROPN	NNP	_	9	nsubj	_	_
9	warns	warn	VERB	VBZ	_	2	advcl	_	_
10	of	of	ADP	IN	_	9	prep	_	_
11	coronavirus	coronavirus	NOUN	NN	_	13	compound	_	_
12	travel	travel	NOUN	NN	_	13	compound	_	_
13	restrictions	restriction	NOUN	NNS	_	10	pobj	_	_
14	to	to	ADP	IN	_	9	prep	_	_
15	MORE	MORE	ADJ	JJR	_	16	amod	_	_
16	countries	country	NOUN	NNS	_	14	pobj	_	_"
damn yall are discriminating against the asian race because of the coronavirus?? i mean shit more asian boys for me then,negative,"# text = damn yall are discriminating against the asian race because of the coronavirus??
1	damn	damn	INTJ	UH	_	5	intj	_	_
2	y	you	PRON	PRP	_	5	nsubj	_	_
3	all	all	PRON	DT	_	2	appos	_	_
4	are	be	AUX	VBP	_	5	aux	_	_
5	discriminating	discriminate	VERB	VBG	_	0	ROOT	_	_
6	against	against	ADP	IN	_	5	prep	_	_
7	the	the	DET	DT	_	9	det	_	_
8	asian	asian	ADJ	JJ	_	9	amod	_	_
9	race	race	NOUN	NN	_	6	pobj	_	_
10	because	because	SCONJ	IN	_	5	prep	_	_
11	of	of	ADP	IN	_	10	pcomp	_	_
12	the	the	DET	DT	_	13	det	_	_
13	coronavirus	coronavirus	NOUN	NN	_	10	pobj	_	_
14	?	?	PUNCT	.	_	5	punct	_	_
15	?	?	PUNCT	.	_	5	punct	_	_

# text = i mean shit more asian boys for me then
1	i	I	PRON	PRP	_	2	nsubj	_	_
2	mean	mean	VERB	VBP	_	3	parataxis	_	_
3	shit	shit	VERB	VBP	_	0	ROOT	_	_
4	more	more	ADJ	JJR	_	5	advmod	_	_
5	asian	asian	ADJ	JJ	_	6	amod	_	_
6	boys	boy	NOUN	NNS	_	3	dobj	_	_
7	for	for	ADP	IN	_	3	dative	_	_
8	me	I	PRON	PRP	_	7	pobj	_	_
9	then	then	ADV	RB	_	3	advmod	_	_"
Is this food? #China #CoronaVirus,neutral,"# text = Is this food?
1	Is	be	AUX	VBZ	_	0	ROOT	_	_
2	this	this	DET	DT	_	3	det	_	_
3	food	food	NOUN	NN	_	1	nsubj	_	_
4	?	?	PUNCT	.	_	1	punct	_	_

# text = #China #CoronaVirus
1	#	#	SYM	$	_	2	nmod	_	_
2	China	China	PROPN	NNP	_	4	nmod	_	_
3	#	#	SYM	$	_	4	nmod	_	_
4	CoronaVirus	CoronaVirus	PROPN	NNP	_	0	ROOT	_	_"
VP Pence: US is the most prepared to handle coronavirus via @YouTube,positive,"# text = VP Pence: US is the most prepared to handle coronavirus via @YouTube
1	VP	VP	PROPN	NNP	_	2	compound	_	_
2	Pence	Pence	PROPN	NNP	_	5	dep	_	_
3	:	:	PUNCT	:	_	2	punct	_	_
4	US	US	PROPN	NNP	_	5	nsubj	_	_
5	is	be	AUX	VBZ	_	0	ROOT	_	_
6	the	the	DET	DT	_	8	det	_	_
7	most	most	ADV	RBS	_	8	advmod	_	_
8	prepared	prepared	ADJ	JJ	_	5	acomp	_	_
9	to	to	PART	TO	_	10	aux	_	_
10	handle	handle	VERB	VB	_	8	xcomp	_	_
11	coronavirus	coronavirus	NOUN	NN	_	10	dobj	_	_
12	via	via	ADP	IN	_	10	prep	_	_
13	@YouTube	@youtube	NOUN	NN	_	12	pobj	_	_"
everyone joking about coronavirus deserves to get it,neutral,"# text = everyone joking about coronavirus deserves to get it
1	everyone	everyone	PRON	NN	_	5	nsubj	_	_
2	joking	joke	VERB	VBG	_	1	acl	_	_
3	about	about	ADP	IN	_	2	prep	_	_
4	coronavirus	coronavirus	NOUN	NN	_	5	compound	_	_
5	deserves	deserve	NOUN	NNS	_	0	ROOT	_	_
6	to	to	PART	TO	_	7	aux	_	_
7	get	get	VERB	VB	_	5	xcomp	_	_
8	it	it	PRON	PRP	_	7	dobj	_	_"
Blog: Dr. Li Wenliang: Dead from coronavirus or communism?,negative,"# text = Blog: Dr. Li Wenliang: Dead from coronavirus or communism?
1	Blog	blog	NOUN	NN	_	0	ROOT	_	_
2	:	:	PUNCT	:	_	1	punct	_	_
3	Dr.	Dr.	PROPN	NNP	_	5	compound	_	_
4	Li	Li	PROPN	NNP	_	5	compound	_	_
5	Wenliang	Wenliang	PROPN	NNP	_	1	appos	_	_
6	:	:	PUNCT	:	_	5	punct	_	_
7	Dead	dead	ADV	RB	_	5	appos	_	_
8	from	from	ADP	IN	_	7	prep	_	_
9	coronavirus	coronavirus	NOUN	NN	_	8	pobj	_	_
10	or	or	CCONJ	CC	_	9	cc	_	_
11	communism	communism	NOUN	NN	_	9	conj	_	_
12	?	?	PUNCT	.	_	1	punct	_	_"
These are the top questions people have been asking about the coronavirus.,positive,"# text = These are the top questions people have been asking about the coronavirus.
1	These	these	PRON	DT	_	2	nsubj	_	_
2	are	be	AUX	VBP	_	0	ROOT	_	_
3	the	the	DET	DT	_	5	det	_	_
4	top	top	ADJ	JJ	_	5	amod	_	_
5	questions	question	NOUN	NNS	_	2	attr	_	_
6	people	people	NOUN	NNS	_	9	nsubj	_	_
7	have	have	AUX	VBP	_	9	aux	_	_
8	been	be	AUX	VBN	_	9	aux	_	_
9	asking	ask	VERB	VBG	_	5	relcl	_	_
10	about	about	ADP	IN	_	9	prep	_	_
11	the	the	DET	DT	_	12	det	_	_
12	coronavirus	coronavirus	NOUN	NN	_	10	pobj	_	_
13	.	.	PUNCT	.	_	2	punct	_	_"
the best defense against corona virus is knowing it's not real,positive,"# text = the best defense against corona virus is knowing it's not real
1	the	the	DET	DT	_	3	det	_	_
2	best	good	ADJ	JJS	_	3	amod	_	_
3	defense	defense	NOUN	NN	_	8	nsubj	_	_
4	against	against	ADP	IN	_	3	prep	_	_
5	corona	corona	PROPN	NNP	_	6	compound	_	_
6	virus	virus	PROPN	NNP	_	4	pobj	_	_
7	is	be	AUX	VBZ	_	8	aux	_	_
8	knowing	know	VERB	VBG	_	0	ROOT	_	_
9	it	it	PRON	PRP	_	10	nsubj	_	_
10	's	be	AUX	VBZ	_	8	ccomp	_	_
11	not	not	PART	RB	_	10	neg	_	_
12	real	real	ADJ	JJ	_	10	acomp	_	_"
#CoronaOutbreak #CoronavirusOutbreak #Coronavirus,neutral,"# text = #CoronaOutbreak #CoronavirusOutbreak #Coronavirus
1	#	#	SYM	$	_	3	meta	_	_
2	CoronaOutbreak	coronaoutbreak	NOUN	NN	_	3	compound	_	_
3	#	#	NOUN	NN	_	4	compound	_	_
4	CoronavirusOutbreak	CoronavirusOutbreak	PROPN	NNP	_	6	compound	_	_
5	#	#	SYM	$	_	4	punct	_	_
6	Coronavirus	Coronavirus	PROPN	NNP	_	0	ROOT	_	_"
@BrandonStraka Coronavirus? My daughter has same thing and she is freaking out,neutral,"# text = @BrandonStraka Coronavirus?
1	@BrandonStraka	@BrandonStraka	PROPN	NNP	_	2	compound	_	_
2	Coronavirus	Coronavirus	PROPN	NNP	_	0	ROOT	_	_
3	?	?	PUNCT	.	_	2	punct	_	_

# text = My daughter has same thing and she is freaking out
1	My	my	PRON	PRP$	_	2	poss	_	_
2	daughter	daughter	NOUN	NN	_	3	nsubj	_	_
3	has	have	VERB	VBZ	_	0	ROOT	_	_
4	same	same	ADJ	JJ	_	5	amod	_	_
5	thing	thing	NOUN	NN	_	3	dobj	_	_
6	and	and	CCONJ	CC	_	3	cc	_	_
7	she	she	PRON	PRP	_	9	nsubj	_	_
8	is	be	AUX	VBZ	_	9	aux	_	_
9	freaking	freak	VERB	VBG	_	3	conj	_	_
10	out	out	ADP	RP	_	9	prt	_	_"
Fears for missing citizen journalist covering coronavirus,negative,"# text = Fears for missing citizen journalist covering coronavirus
1	Fears	fear	NOUN	NNS	_	0	ROOT	_	_
2	for	for	ADP	IN	_	1	prep	_	_
3	missing	miss	VERB	VBG	_	5	amod	_	_
4	citizen	citizen	NOUN	NN	_	5	compound	_	_
5	journalist	journalist	NOUN	NN	_	2	pobj	_	_
6	covering	cover	VERB	VBG	_	5	acl	_	_
7	coronavirus	coronavirus	NOUN	NN	_	6	dobj	_	_"
"@atrupar Well, thank goodness Pence is the point person for #coronavirus. I feel so much better informed!",positive,"# text = @atrupar
1	@atrupar	@atrupar	PROPN	NNP	_	0	ROOT	_	_

# text = Well, thank goodness Pence is the point person for #coronavirus.
1	Well	well	ADV	RB	_	6	intj	_	_
2	,	,	PUNCT	,	_	6	punct	_	_
3	thank	thank	VERB	VBP	_	5	amod	_	_
4	goodness	goodness	NOUN	NN	_	5	compound	_	_
5	Pence	Pence	PROPN	NNP	_	6	nsubj	_	_
6	is	be	AUX	VBZ	_	0	ROOT	_	_
7	the	the	DET	DT	_	9	det	_	_
8	point	point	NOUN	NN	_	9	compound	_	_
9	person	person	NOUN	NN	_	6	attr	_	_
10	for	for	ADP	IN	_	9	prep	_	_
11	#	#	SYM	$	_	12	nmod	_	_
12	coronavirus	coronavirus	NOUN	NN	_	10	pobj	_	_
13	.	.	PUNCT	.	_	6	punct	_	_

# text = I feel so much better informed!
1	I	I	PRON	PRP	_	2	nsubj	_	_
2	feel	feel	VERB	VBP	_	0	ROOT	_	_
3	so	so	ADV	RB	_	5	advmod	_	_
4	much	much	ADV	RB	_	5	advmod	_	_
5	better	well	ADV	RBR	_	6	advmod	_	_
6	informed	inform	VERB	VBN	_	2	acomp	_	_
7	!	!	PUNCT	.	_	2	punct	_	_"
"Desh ke asli gaddaron ko, coronavirus de do brothers-in-law ko. Also, make sure they do not have access to gau mutra.",positive,"# text = Desh ke asli gaddaron ko, coronavirus de do brothers-in-law ko.
1	Desh	desh	ADJ	JJ	_	5	compound	_	_
2	ke	ke	NOUN	NN	_	3	compound	_	_
3	asli	asli	PROPN	NNP	_	5	compound	_	_
4	gaddaron	gaddaron	PROPN	NNP	_	5	compound	_	_
5	ko	ko	PROPN	NNP	_	9	nsubj	_	_
6	,	,	PUNCT	,	_	5	punct	_	_
7	coronavirus	coronavirus	PROPN	NNP	_	9	compound	_	_
8	de	de	X	FW	_	9	advmod	_	_
9	do	do	VERB	VBP	_	0	ROOT	_	_
10	brothers	brother	NOUN	NNS	_	15	nmod	_	_
11	-	-	PUNCT	HYPH	_	10	punct	_	_
12	in	in	ADP	IN	_	10	prep	_	_
13	-	-	PUNCT	HYPH	_	12	punct	_	_
14	law	law	NOUN	NN	_	12	pobj	_	_
15	ko	ko	NOUN	NN	_	9	dobj	_	_
16	.	.	PUNCT	.	_	9	punct	_	_

# text = Also, make sure they do not have access to gau mutra.
1	Also	also	ADV	RB	_	3	advmod	_	_
2	,	,	PUNCT	,	_	3	punct	_	_
3	make	make	VERB	VB	_	0	ROOT	_	_
4	sure	sure	ADJ	JJ	_	3	ccomp	_	_
5	they	they	PRON	PRP	_	8	nsubj	_	_
6	do	do	AUX	VBP	_	8	aux	_	_
7	not	not	PART	RB	_	8	neg	_	_
8	have	have	VERB	VB	_	4	ccomp	_	_
9	access	access	NOUN	NN	_	8	dobj	_	_
10	to	to	ADP	IN	_	9	prep	_	_
11	gau	gau	PROPN	NNP	_	12	compound	_	_
12	mutra	mutra	PROPN	NNP	_	10	pobj	_	_
13	.	.	PUNCT	.	_	3	punct	_	_"
The coronavirus and other outbreaks are hard to contain. Here's why. via @YouTube,negative,"# text = The coronavirus and other outbreaks are hard to contain.
1	The	the	DET	DT	_	2	det	_	_
2	coronavirus	coronavirus	NOUN	NN	_	6	nsubj	_	_
3	and	and	CCONJ	CC	_	2	cc	_	_
4	other	other	ADJ	JJ	_	5	amod	_	_
5	outbreaks	outbreak	NOUN	NNS	_	2	conj	_	_
6	are	be	AUX	VBP	_	0	ROOT	_	_
7	hard	hard	ADJ	JJ	_	6	acomp	_	_
8	to	to	PART	TO	_	9	aux	_	_
9	contain	contain	VERB	VB	_	7	xcomp	_	_
10	.	.	PUNCT	.	_	6	punct	_	_

# text = Here's why.
1	Here	here	ADV	RB	_	2	advmod	_	_
2	's	be	AUX	VBZ	_	0	ROOT	_	_
3	why	why	SCONJ	WRB	_	2	nsubj	_	_
4	.	.	PUNCT	.	_	2	punct	_	_

# text = via @YouTube
1	via	via	ADP	IN	_	0	ROOT	_	_
2	@YouTube	@youtube	NOUN	NN	_	1	pobj	_	_"
Suspected cases of coronavirus in Ghana test negative,negative,"# text = Suspected cases of coronavirus in Ghana test negative
1	Suspected	suspect	VERB	VBN	_	2	amod	_	_
2	cases	case	NOUN	NNS	_	8	nsubj	_	_
3	of	of	ADP	IN	_	2	prep	_	_
4	coronavirus	coronavirus	NOUN	NN	_	3	pobj	_	_
5	in	in	ADP	IN	_	2	prep	_	_
6	Ghana	Ghana	PROPN	NNP	_	5	pobj	_	_
7	test	test	NOUN	NN	_	8	compound	_	_
8	negative	negative	ADJ	JJ	_	0	ROOT	_	_"
You know this mf isnt catching coronavirus,positive,"# text = You know this mf isnt catching coronavirus
1	You	you	PRON	PRP	_	2	nsubj	_	_
2	know	know	VERB	VBP	_	7	parataxis	_	_
3	this	this	DET	DT	_	4	det	_	_
4	mf	mf	NOUN	NN	_	7	nsubj	_	_
5	is	be	AUX	VBZ	_	7	aux	_	_
6	nt	not	PART	RB	_	7	neg	_	_
7	catching	catch	VERB	VBG	_	0	ROOT	_	_
8	coronavirus	coronavirus	NOUN	NN	_	7	dobj	_	_"
